InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2022-03-12,103386,6.00,365.40,11,5,12,60.90,11.00,,22285,60.90,
2022-03-12,43765,5.00,198.50,11,5,12,39.70,6.00,,22137,31.90,
2022-03-12,43764,1.00,38.30,11,5,12,38.30,5.00,,22137,38.30,
2022-03-13,22204,9.00,150.30,11,6,13,16.70,1.00,,22137,16.70,
2022-03-13,43764,4.00,153.20,11,6,13,38.30,1.00,,22137,38.30,
2022-03-13,43765,3.00,119.10,11,6,13,39.70,3.00,,22137,31.90,
2022-03-13,103386,4.00,243.60,11,6,13,60.90,7.00,,22285,60.90,
2022-03-14,43765,7.00,277.90,12,,14,39.70,2.00,,22137,31.90,
2022-03-14,22204,10.00,166.17,12,,14,16.62,1.00,,22137,16.70,
2022-03-14,103386,6.00,365.40,12,,14,60.90,21.00,,22285,60.90,
2022-03-14,43764,,,12,,14,,1.00,,22137,38.30,
2022-03-15,22204,6.00,103.80,12,1,15,17.30,10.00,,22137,17.30,
2022-03-15,43766,3.00,110.90,12,1,15,36.97,3.00,,22137,37.40,
2022-03-15,103386,9.00,563.50,12,1,15,62.61,12.00,,22285,63.10,
2022-03-15,43764,1.00,39.70,12,1,15,39.70,6.00,,22137,39.70,
2022-03-15,43765,4.00,163.00,12,1,15,40.75,10.00,,22137,41.10,
2022-03-16,103386,10.00,631.00,12,2,16,63.10,4.00,,22285,63.10,
2022-03-16,43765,3.00,123.30,12,2,16,41.10,13.00,,22137,41.10,
2022-03-16,22204,5.00,86.50,12,2,16,17.30,10.00,,22137,17.30,
2022-03-16,43766,4.00,149.60,12,2,16,37.40,5.00,,22137,37.40,
2022-03-16,43764,5.00,172.10,12,2,16,34.42,1.00,,22137,39.70,
2022-03-17,103386,16.00,994.24,12,3,17,62.14,8.00,,22285,63.10,
2022-03-17,22204,5.00,86.50,12,3,17,17.30,10.00,,22137,17.30,
2022-03-17,43764,,,12,3,17,,1.00,,22137,39.70,
2022-03-17,43766,4.00,149.60,12,3,17,37.40,1.00,,22137,37.40,
2022-03-17,43765,3.00,123.30,12,3,17,41.10,10.00,,22137,41.10,
2022-03-18,43766,2.00,74.80,12,4,18,37.40,5.00,,22137,37.40,
2022-03-18,103386,1.00,63.10,12,4,18,63.10,7.00,,22285,63.10,
2022-03-18,43765,6.00,246.46,12,4,18,41.08,10.00,,22137,41.10,
2022-03-18,22204,9.00,155.70,12,4,18,17.30,6.00,,22137,17.30,
2022-03-18,43764,1.00,39.70,12,4,18,39.70,6.00,,22137,39.70,
2022-03-19,22204,3.00,51.90,12,5,19,17.30,7.00,,22137,17.30,
2022-03-19,103386,2.00,126.20,12,5,19,63.10,25.00,,22285,63.10,
2022-03-19,43765,2.00,82.20,12,5,19,41.10,20.00,,22137,41.10,
2022-03-19,43766,4.00,149.60,12,5,19,37.40,7.00,,22137,37.40,
2022-03-19,43764,2.00,79.40,12,5,19,39.70,10.00,,22137,39.70,
2022-03-20,43765,2.00,82.20,12,6,20,41.10,18.00,,22137,41.10,
2022-03-20,43766,3.00,112.20,12,6,20,37.40,4.00,,22137,37.40,
2022-03-20,103386,3.00,189.30,12,6,20,63.10,22.00,,22285,63.10,
2022-03-20,22204,4.00,69.20,12,6,20,17.30,3.00,,22137,17.30,
2022-03-20,43764,2.00,79.40,12,6,20,39.70,8.00,,22137,39.70,
2022-03-21,22204,7.00,118.61,13,,21,16.94,6.00,,22137,17.30,
2022-03-21,43764,1.00,39.70,13,,21,39.70,7.00,,22137,39.70,
2022-03-21,43766,3.00,103.95,13,,21,34.65,7.00,,22137,37.40,
2022-03-21,43765,,,13,,21,,24.00,,22137,41.10,
2022-03-21,103386,6.00,377.92,13,,21,62.99,26.00,,22285,63.10,
2022-03-22,22204,2.00,34.60,13,1,22,17.30,9.00,,22137,17.30,
2022-03-22,43766,6.00,224.40,13,1,22,37.40,1.00,,22137,37.40,
2022-03-22,103386,11.00,694.10,13,1,22,63.10,25.00,,22285,63.10,
2022-03-22,43764,,,13,1,22,,7.00,,22137,39.70,
2022-03-22,43765,4.00,164.40,13,1,22,41.10,20.00,,22137,41.10,
2022-03-23,43765,2.00,82.20,13,2,23,41.10,18.00,,22137,41.10,
2022-03-23,43766,2.00,74.80,13,2,23,37.40,5.00,,22137,37.40,
2022-03-23,103386,10.00,631.00,13,2,23,63.10,15.00,,22285,63.10,
2022-03-23,22204,7.00,119.64,13,2,23,17.09,2.00,,22137,17.30,
2022-03-23,43764,,,13,2,23,,7.00,,22137,39.70,
2022-03-24,22204,7.00,121.10,13,3,24,17.30,5.00,,22137,17.30,
2022-03-24,43764,,,13,3,24,,7.00,,22137,39.70,
2022-03-24,43765,6.00,246.60,13,3,24,41.10,12.00,,22137,41.10,
2022-03-24,43766,2.00,74.59,13,3,24,37.30,9.00,,22137,37.40,
2022-03-24,103386,14.00,883.29,13,3,24,63.09,21.00,,22285,63.10,
2022-03-25,103386,12.00,757.20,13,4,25,63.10,9.00,,22285,63.10,
2022-03-25,43765,1.00,41.10,13,4,25,41.10,11.00,,22137,41.10,
2022-03-25,22204,10.00,170.52,13,4,25,17.05,5.00,,22137,17.30,
2022-03-25,43764,1.00,39.70,13,4,25,39.70,6.00,,22137,39.70,
2022-03-25,43766,1.00,37.40,13,4,25,37.40,8.00,,22137,37.40,
2022-03-26,22204,9.00,155.01,13,5,26,17.22,16.00,,22137,17.30,
2022-03-26,103386,5.00,315.50,13,5,26,63.10,24.00,,22285,63.10,
2022-03-26,43764,2.00,79.40,13,5,26,39.70,4.00,,22137,39.70,
2022-03-26,43765,2.00,82.20,13,5,26,41.10,15.00,,22137,41.10,
2022-03-26,43766,5.00,187.00,13,5,26,37.40,9.00,,22137,37.40,
2022-03-27,43765,2.00,82.20,13,6,27,41.10,13.00,,22137,41.10,
2022-03-27,43764,3.00,119.10,13,6,27,39.70,1.00,,22137,39.70,
2022-03-27,22204,9.00,155.70,13,6,27,17.30,7.00,,22137,17.30,
2022-03-27,43766,5.00,187.00,13,6,27,37.40,4.00,,22137,37.40,
2022-03-27,103386,1.00,63.10,13,6,27,63.10,23.00,,22285,63.10,
2022-03-28,22204,8.00,138.40,14,,28,17.30,19.00,,22137,17.30,
2022-03-28,43766,3.00,112.20,14,,28,37.40,7.00,,22137,37.40,
2022-03-28,43764,,,14,,28,,1.00,,22137,39.70,
2022-03-28,43765,2.00,82.20,14,,28,41.10,17.00,,22137,41.10,
2022-03-28,103386,8.00,504.80,14,,28,63.10,35.00,,22285,63.10,
2022-03-29,43764,1.00,39.70,14,1,29,39.70,6.00,,22137,39.70,
2022-03-29,43766,5.00,187.00,14,1,29,37.40,2.00,,22137,37.40,
2022-03-29,22204,9.00,153.71,14,1,29,17.08,15.00,,22137,17.30,
2022-03-29,103386,7.00,441.70,14,1,29,63.10,28.00,,22285,63.10,
2022-03-29,43765,6.00,246.60,14,1,29,41.10,11.00,,22137,41.10,
2022-03-30,43765,2.00,82.20,14,2,30,41.10,12.00,,22137,41.10,
2022-03-30,22204,7.00,121.10,14,2,30,17.30,13.00,,22137,17.30,
2022-03-30,43764,2.00,79.40,14,2,30,39.70,7.00,,22137,39.70,
2022-03-30,43766,1.00,37.40,14,2,30,37.40,4.00,,22137,37.40,
2022-03-30,103386,5.00,315.50,14,2,30,63.10,33.00,,22285,63.10,
2022-03-31,22204,,,14,3,31,,18.00,,22137,17.30,
2022-03-31,103386,11.00,694.10,14,3,31,63.10,32.00,,22285,63.10,
2022-03-31,43764,1.00,39.70,14,3,31,39.70,6.00,,22137,39.70,
2022-03-31,43765,4.00,164.40,14,3,31,41.10,8.00,,22137,41.10,
2022-03-31,43766,3.00,112.20,14,3,31,37.40,1.00,,22137,37.40,
2022-04-01,43766,1.00,37.40,14,4,1,37.40,6.00,,22137,37.40,
2022-04-01,103386,6.00,378.60,14,4,1,63.10,26.00,,22285,63.10,
