InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2023-03-01,21999,3.00,96.60,10,2,1,32.20,5.00,,21768,32.20,
2023-03-01,22437,11.00,348.21,10,2,1,31.66,16.00,,103329,32.10,
2023-03-01,44213,2.00,74.00,10,2,1,37.00,5.00,,103329,37.00,
2023-03-01,102267,,,10,2,1,,5.00,,21768,32.20,
2023-03-01,106122,6.00,200.94,10,2,1,33.49,8.00,1,103329,33.49,3.81
2023-03-01,23243,2.00,79.40,10,2,1,39.70,11.00,,23131,39.70,
2023-03-01,161,1.00,28.73,10,2,1,28.73,1.00,,21768,32.20,
2023-03-01,33453,,,10,2,1,,2.00,,23131,34.30,
2023-03-02,44213,4.00,137.69,10,3,2,34.42,6.00,,103329,37.70,
2023-03-02,21999,2.00,64.40,10,3,2,32.20,3.00,,21768,32.20,
2023-03-02,33453,,,10,3,2,,2.00,,23131,34.30,
2023-03-02,106122,6.00,198.94,10,3,2,33.16,8.00,1,103329,33.49,
2023-03-02,161,,,10,3,2,,1.00,,21768,32.20,
2023-03-02,22437,7.00,224.70,10,3,2,32.10,9.00,,103329,32.10,
2023-03-02,23243,,,10,3,2,,11.00,,23131,39.70,
2023-03-02,102267,1.00,32.20,10,3,2,32.20,4.00,,21768,32.20,
2023-03-03,44213,7.00,263.90,10,4,3,37.70,4.00,,103329,37.70,
2023-03-03,33453,1.00,33.88,10,4,3,33.88,11.00,,23131,34.30,
2023-03-03,106122,3.00,100.47,10,4,3,33.49,11.00,1,103329,33.49,
2023-03-03,161,2.00,64.40,10,4,3,32.20,7.00,,21768,32.20,
2023-03-03,22437,12.00,393.19,10,4,3,32.77,12.00,,103329,32.80,
2023-03-03,21999,2.00,64.40,10,4,3,32.20,9.00,,21768,32.20,
2023-03-03,23243,2.00,79.40,10,4,3,39.70,9.00,,23131,39.70,
2023-03-03,102267,,,10,4,3,,2.00,,21768,32.20,
2023-03-03,102270,,,10,4,3,,12.00,,21768,28.80,
2023-03-04,21999,,,10,5,4,,9.00,,21768,32.20,
2023-03-04,102270,2.00,57.60,10,5,4,28.80,10.00,,21768,28.80,
2023-03-04,22437,4.00,131.20,10,5,4,32.80,28.00,,103329,32.80,
2023-03-04,44213,6.00,226.20,10,5,4,37.70,3.00,,103329,37.70,
2023-03-04,102267,,,10,5,4,,2.00,,21768,32.20,
2023-03-04,23243,2.00,79.40,10,5,4,39.70,7.00,,23131,39.70,
2023-03-04,161,1.00,32.20,10,5,4,32.20,6.00,,21768,32.20,
2023-03-04,33453,2.00,68.60,10,5,4,34.30,9.00,,23131,34.30,
2023-03-04,106122,4.00,133.09,10,5,4,33.27,25.00,1,103329,33.49,
2023-03-05,161,,,10,6,5,,6.00,,21768,32.20,
2023-03-05,23243,,,10,6,5,,7.00,,23131,39.70,
2023-03-05,106122,5.00,167.45,10,6,5,33.49,20.00,1,103329,33.49,
2023-03-05,102270,,,10,6,5,,10.00,,21768,28.80,
2023-03-05,21999,3.00,79.54,10,6,5,26.51,6.00,,21768,32.20,
2023-03-05,22437,12.00,387.44,10,6,5,32.29,16.00,,103329,32.80,
2023-03-05,33453,1.00,34.30,10,6,5,34.30,8.00,,23131,35.40,
2023-03-05,44213,1.00,37.70,10,6,5,37.70,2.00,,103329,37.70,
2023-03-05,102267,,,10,6,5,,2.00,,21768,32.20,
2023-03-06,22437,11.00,357.47,11,,6,32.50,5.00,,103329,32.80,
2023-03-06,102267,1.00,32.20,11,,6,32.20,1.00,,21768,32.20,
2023-03-06,102270,1.00,28.80,11,,6,28.80,9.00,,21768,28.80,
2023-03-06,161,6.00,191.99,11,,6,32.00,,,21768,32.20,
2023-03-06,44213,3.00,113.10,11,,6,37.70,4.00,,103329,37.70,
